date,region,product,channel,units_sold,unit_price,discount_pct,customer_age,customer_gender,returned,revenue,cost,profit
2022-06-12,East,Phone,Direct,64,665.18,0.01,42,Other,0,42145.8,16973.07,25172.73
2022-08-08,South,Monitor,Direct,40,1478.4,0.23,54,Other,0,45534.72,27259.71,18275.01
2022-09-27,West,Laptop,Wholesale,51,104.12,0.17,58,Male,0,4407.4,1854.92,2552.48
2023-09-24,Central,Monitor,Wholesale,9,1082.39,0.24,42,Other,0,7403.55,4128.99,3274.56
2023-02-04,East,Keyboard,Online,30,879.9,0.21,46,Male,0,20853.63,13032.02,7821.61
2022-07-01,South,Monitor,Online,56,760.8,0.27,48,Male,0,31101.5,14022.43,17079.07
2023-09-10,North,Tablet,Online,81,1456.85,0.27,60,Other,0,86143.54,54195.96,31947.58
2023-12-30,Central,Keyboard,Wholesale,44,211.88,0.24,56,Other,0,7085.27,3492.06,3593.21
2022-07-24,North,Phone,Retail,59,1346.08,0.14,19,Other,0,68300.1,39830.25,28469.85
2023-08-05,South,Webcam,Direct,15,1043.04,0.09,29,Male,0,14237.5,8505.66,5731.84
2023-07-10,South,Keyboard,Wholesale,68,403.31,0.15,22,Female,0,23311.32,13863.11,9448.21
2022-08-16,East,Laptop,Retail,70,1354.47,0.15,44,Other,1,80590.97,32684.75,47906.22
2023-11-27,West,Laptop,Wholesale,61,655.36,0.18,51,Female,0,32781.11,14609.96,18171.15
2023-09-11,North,Monitor,Retail,80,1225.06,0.06,31,Female,0,92124.51,60512.98,31611.53
2023-08-19,East,Keyboard,Wholesale,90,595.48,0.2,24,Female,0,42874.56,29238.42,13636.14
2022-09-07,Central,Phone,Wholesale,23,1279.38,0.14,54,Female,0,25306.14,14401.73,10904.41
2023-03-17,West,Laptop,Retail,77,962.21,0.19,53,Female,0,60013.04,34753.04,25260.0
2023-06-17,East,Headphones,Retail,47,228.75,0.07,27,Male,0,9998.66,6264.25,3734.41
2022-07-15,North,Phone,Retail,17,981.5,0.13,46,Male,0,14516.38,7575.11,6941.27
2023-11-21,South,Headphones,Retail,57,303.19,0.06,33,Male,0,16244.92,8096.55,8148.37
2023-06-03,Central,Tablet,Retail,54,629.65,0.26,55,Female,0,25160.81,15862.9,9297.91
2022-03-11,North,Headphones,Retail,91,272.04,0.15,38,Male,0,21042.29,8595.47,12446.82
2023-10-01,West,Laptop,Retail,52,52.58,0.07,55,Other,0,2542.77,1692.48,850.29
2023-02-03,West,Monitor,Retail,22,333.59,0.01,58,Female,0,7265.59,3867.26,3398.33
2023-11-03,South,Tablet,Wholesale,83,813.83,0.2,50,Other,0,54038.31,29789.62,24248.69
2022-07-22,South,Keyboard,Retail,39,732.71,0.06,46,Female,0,26861.15,15855.69,11005.46
2022-05-28,Central,Phone,Retail,99,762.22,0.3,65,Female,0,52821.85,25476.81,27345.04
2023-04-17,Central,Laptop,Wholesale,13,386.58,0.16,34,Female,0,4221.45,2445.13,1776.32
2023-10-17,South,Tablet,Wholesale,78,1034.04,0.09,30,Female,0,73396.16,44618.38,28777.78
2022-07-18,South,Tablet,Online,95,1062.31,0.2,23,Other,0,80735.56,35150.6,45584.96
2023-03-02,West,Laptop,Online,66,549.79,0.08,19,Female,0,33383.25,18565.8,14817.45
2023-10-28,South,Keyboard,Retail,52,1324.13,0.25,25,Female,1,51641.07,25759.91,25881.16
2023-05-07,East,Keyboard,Retail,14,973.15,0.09,49,Male,0,12397.93,7032.2,5365.73
2022-05-22,North,Monitor,Online,73,1075.3,0.3,53,Female,0,54947.83,22330.15,32617.68
2022-11-09,South,Webcam,Online,74,430.46,0.18,26,Female,0,26120.31,16267.84,9852.47
2022-06-14,Central,Headphones,Direct,63,20.91,0.25,40,Female,0,988.0,445.12,542.88
2022-11-10,East,Keyboard,Direct,71,1300.76,0.02,24,Female,0,90506.88,54921.03,35585.85
2022-01-21,Central,Monitor,Retail,28,1237.19,0.1,48,Female,0,31177.19,19661.72,11515.47
2022-03-23,East,Headphones,Direct,89,202.32,0.22,38,Female,0,14045.05,8789.16,5255.89
2023-08-04,South,Tablet,Online,46,573.68,0.2,18,Other,0,21111.42,13622.16,7489.26
2022-05-11,North,Laptop,Retail,28,998.78,0.06,63,Other,0,26287.89,12942.15,13345.74
2023-08-22,Central,Keyboard,Wholesale,2,985.12,0.11,19,Female,0,1753.51,1210.16,543.35
2023-12-31,East,Monitor,Wholesale,17,1293.32,0.08,57,Other,0,20227.52,8235.54,11991.98
2022-11-01,West,Tablet,Online,59,227.6,0.18,28,Male,0,11011.29,5994.11,5017.18
2023-01-06,South,Keyboard,Direct,52,656.31,0.1,54,Male,0,30715.31,14776.69,15938.62
2023-01-19,North,Phone,Wholesale,4,163.89,0.09,35,Female,0,596.56,371.04,225.52
2023-03-21,South,Webcam,Direct,77,596.6,0.06,61,Female,0,43181.91,27704.09,15477.82
2023-03-01,West,Tablet,Wholesale,82,42.36,0.12,41,Other,0,3056.7,1976.82,1079.88
2022-06-10,North,Keyboard,Direct,3,1349.44,0.06,69,Male,0,3805.42,1861.12,1944.3
2022-06-27,West,Tablet,Wholesale,37,800.03,0.29,36,Female,0,21016.79,10135.18,10881.61
2023-09-21,South,Laptop,Wholesale,97,1277.71,0.05,22,Male,0,117740.98,71007.31,46733.67
2023-12-09,East,Laptop,Retail,24,108.66,0.27,46,Other,0,1903.72,1291.59,612.13
2023-05-05,South,Webcam,Retail,72,356.64,0.13,56,Female,0,22339.93,10639.65,11700.28
2022-11-23,South,Laptop,Online,35,403.88,0.11,19,Female,0,12580.86,8469.18,4111.68
2023-08-21,South,Headphones,Wholesale,2,592.3,0.07,34,Female,0,1101.68,636.15,465.53
2022-10-16,Central,Phone,Direct,33,1208.24,0.19,62,Male,0,32296.26,20068.3,12227.96
2023-08-16,West,Laptop,Wholesale,76,592.11,0.21,28,Other,0,35550.28,18911.6,16638.68
2023-10-26,West,Phone,Direct,86,322.89,0.14,54,Male,0,23880.94,15332.93,8548.01
2023-07-27,West,Laptop,Direct,77,116.19,0.02,30,Male,0,8767.7,6059.78,2707.92
2023-07-27,Central,Headphones,Wholesale,10,137.65,0.28,46,Female,0,991.08,447.15,543.93
2022-12-20,East,Tablet,Direct,81,1144.87,0.29,49,Other,1,65841.47,33952.33,31889.14
2022-01-28,South,Keyboard,Online,62,678.31,0.13,62,Other,0,36588.04,24101.9,12486.14
2022-02-12,East,Keyboard,Retail,43,1094.75,0.18,57,Female,0,38600.88,17486.27,21114.61
2023-11-12,Central,Laptop,Direct,69,1029.78,0.14,60,Other,0,61107.15,32013.37,29093.78
2023-02-27,West,Keyboard,Wholesale,59,220.34,0.1,25,Female,0,11700.05,5263.09,6436.96
2023-08-21,South,Laptop,Retail,9,231.47,0.02,27,Female,0,2041.57,1213.73,827.84
2022-06-26,North,Laptop,Online,77,1137.91,0.14,42,Other,0,75352.4,35528.34,39824.06
2023-06-13,North,Webcam,Direct,60,1087.48,0.25,28,Other,0,48936.6,25165.19,23771.41
2023-09-02,East,Monitor,Direct,63,579.49,0.01,45,Other,0,36142.79,19782.4,16360.39
2023-05-09,West,Monitor,Retail,52,134.58,0.17,50,Other,0,5808.47,2841.15,2967.32
2022-07-17,North,Webcam,Direct,23,37.91,0.26,56,Male,0,645.23,389.7,255.53
2023-09-02,East,Monitor,Wholesale,30,446.47,0.07,43,Female,0,12456.51,5398.34,7058.17
2023-07-31,Central,Phone,Retail,43,33.65,0.05,25,Female,0,1374.6,912.65,461.95
2023-06-01,East,Monitor,Retail,68,360.51,0.23,55,Female,0,18876.3,10276.3,8600.0
2023-05-29,East,Laptop,Direct,21,640.86,0.08,43,Female,0,12381.42,7080.24,5301.18
2022-01-22,East,Headphones,Online,43,199.7,0.06,49,Male,0,8071.87,4735.27,3336.6
2022-04-22,South,Headphones,Online,73,174.33,0.11,63,Other,0,11326.22,4733.28,6592.94
2022-02-26,East,Tablet,Online,7,1346.73,0.12,45,Other,0,8295.86,5202.31,3093.55
2022-03-07,East,Monitor,Online,16,886.5,0.26,69,Other,0,10496.16,7177.09,3319.07
2022-04-08,South,Headphones,Retail,23,1402.99,0.19,24,Female,1,26137.7,14531.84,11605.86
2022-05-24,South,Monitor,Retail,58,531.82,0.12,52,Male,0,27144.09,14040.57,13103.52
2023-03-11,Central,Tablet,Direct,87,1022.17,0.16,19,Male,0,74700.18,47467.39,27232.79
2023-09-29,West,Headphones,Online,31,322.94,0.29,39,Other,0,7107.91,4379.23,2728.68
2023-11-10,North,Laptop,Online,69,935.14,0.03,67,Female,1,62588.92,37258.73,25330.19
2022-03-27,North,Phone,Direct,6,211.79,0.06,39,Other,0,1194.5,823.73,370.77
2023-08-11,East,Webcam,Direct,65,23.08,0.29,20,Female,0,1065.14,611.96,453.18
2022-12-10,Central,Webcam,Direct,59,1398.67,0.29,63,Other,0,58590.29,27801.84,30788.45
2022-10-21,East,Webcam,Wholesale,28,841.24,0.05,67,Other,0,22376.98,9117.05,13259.93
2023-07-25,North,Monitor,Direct,18,1391.87,0.04,62,Male,0,24051.51,12892.54,11158.97
2023-10-12,South,Headphones,Direct,88,514.07,0.13,25,Female,0,39357.2,23444.97,15912.23
2023-09-03,West,Headphones,Wholesale,77,505.12,0.01,21,Male,0,38505.3,17390.6,21114.7
2023-12-05,Central,Tablet,Online,97,612.97,0.2,32,Male,0,47566.47,19394.24,28172.23
2022-08-31,South,Laptop,Retail,10,1064.94,0.02,61,Other,0,10436.41,7020.85,3415.56
2023-07-15,West,Keyboard,Online,7,857.4,0.02,63,Female,0,5881.76,2885.5,2996.26
2022-02-01,Central,Headphones,Retail,37,1389.53,0.15,69,Female,0,43700.72,23590.3,20110.42
2023-01-26,Central,Phone,Retail,96,57.65,0.29,56,Other,0,3929.42,1679.12,2250.3
2022-10-04,North,Tablet,Direct,45,1068.13,0.13,29,Other,0,41817.29,21514.33,20302.96
2023-06-16,South,Headphones,Direct,86,508.88,0.11,46,Other,0,38949.68,20531.62,18418.06
2022-06-03,Central,Headphones,Wholesale,16,286.75,0.3,26,Female,0,3211.6,2154.42,1057.18
2023-01-18,Central,Tablet,Online,88,775.39,0.16,59,Other,0,57316.83,37808.32,19508.51
2022-03-09,West,Tablet,Online,14,767.49,0.11,57,Other,0,9562.93,4367.4,5195.53
2022-08-02,North,Monitor,Retail,11,222.78,0.12,37,Male,0,2156.51,1222.35,934.16
2023-10-17,East,Headphones,Direct,83,318.81,0.06,51,Other,1,24873.56,15406.04,9467.52
2023-01-11,North,Keyboard,Direct,87,624.08,0.15,43,Other,0,46150.72,22501.02,23649.7
2022-08-01,East,Phone,Online,34,625.04,0.13,65,Female,0,18488.68,9583.24,8905.44
2022-03-20,South,Laptop,Wholesale,60,489.99,0.08,38,Other,0,27047.45,18810.54,8236.91
2023-12-27,South,Laptop,Direct,13,239.85,0.05,40,Female,0,2962.15,1859.99,1102.16
2023-09-20,Central,Keyboard,Wholesale,39,26.47,0.09,35,Male,0,939.42,498.98,440.44
2023-08-27,South,Tablet,Online,44,1455.95,0.15,69,Male,1,54452.53,30505.64,23946.89
2023-01-16,Central,Tablet,Online,28,1416.38,0.02,41,Female,0,38865.47,22842.59,16022.88
2023-11-11,North,Tablet,Wholesale,40,735.8,0.05,59,Other,1,27960.4,15368.49,12591.91
2022-02-27,South,Headphones,Direct,16,1492.68,0.28,46,Female,0,17195.67,9001.69,8193.98
2022-01-26,North,Tablet,Online,50,1017.01,0.16,55,Other,0,42714.42,21690.59,21023.83
2023-03-23,North,Tablet,Retail,28,121.91,0.02,55,Other,0,3345.21,1507.67,1837.54
2022-03-07,South,Headphones,Online,68,194.22,0.21,69,Other,0,10433.5,7220.88,3212.62
2022-09-11,North,Headphones,Direct,92,1375.84,0.02,30,Female,0,124045.73,53020.1,71025.63
2022-02-13,South,Keyboard,Retail,60,952.48,0.22,49,Male,0,44576.06,25867.79,18708.27
2022-04-07,South,Monitor,Online,12,1267.91,0.22,36,Female,0,11867.64,8163.52,3704.12
2023-07-08,South,Headphones,Direct,16,1349.44,0.2,34,Other,1,17272.83,8851.97,8420.86
2022-08-15,East,Phone,Direct,53,682.95,0.22,19,Female,0,28233.15,13431.25,14801.9
2023-11-10,North,Tablet,Online,54,91.82,0.03,35,Male,0,4809.53,3302.5,1507.03
2023-03-12,West,Monitor,Direct,49,298.65,0.22,56,Female,0,11414.4,7311.17,4103.23
2023-08-24,South,Laptop,Wholesale,36,118.53,0.04,44,Male,0,4096.4,2443.53,1652.87
2023-01-14,North,Keyboard,Retail,62,299.33,0.1,31,Male,0,16702.61,9747.59,6955.02
2022-06-27,Central,Monitor,Wholesale,84,627.59,0.28,32,Other,1,37956.64,19283.41,18673.23
2023-03-03,South,Headphones,Online,26,194.93,0.15,25,Male,0,4307.95,2552.01,1755.94
2023-12-10,South,Tablet,Wholesale,56,266.77,0.29,26,Female,0,10606.78,6549.77,4057.01
2022-11-03,West,Tablet,Online,90,679.82,0.03,38,Female,0,59348.29,24304.27,35044.02
2023-05-19,East,Tablet,Online,22,523.45,0.14,60,Other,0,9903.67,4311.14,5592.53
2022-09-25,East,Monitor,Direct,73,712.13,0.02,52,Female,0,50945.78,25194.38,25751.4
2023-08-09,South,Tablet,Direct,69,655.17,0.19,69,Other,0,36617.45,18196.62,18420.83
2022-01-08,North,Headphones,Online,81,973.83,0.02,31,Female,0,77302.63,51804.73,25497.9
2023-05-23,Central,Monitor,Retail,49,1407.04,0.05,44,Female,0,65497.71,39649.14,25848.57
2023-04-21,Central,Tablet,Retail,98,179.64,0.08,25,Male,0,16196.34,8293.36,7902.98
2022-10-24,North,Laptop,Retail,2,166.91,0.22,52,Male,1,260.38,167.36,93.02
2022-06-13,South,Laptop,Wholesale,53,1282.15,0.05,35,Male,0,64556.25,32081.77,32474.48
2023-04-30,Central,Phone,Online,7,769.47,0.25,31,Female,0,4039.72,2816.6,1223.12
2023-08-20,East,Tablet,Direct,77,1154.28,0.04,69,Other,0,85324.38,54137.12,31187.26
2022-03-13,North,Tablet,Wholesale,20,338.82,0.01,25,Other,0,6708.64,4310.42,2398.22
2023-07-21,West,Monitor,Wholesale,94,1246.72,0.12,66,Other,0,103128.68,49325.6,53803.08
2023-07-13,South,Monitor,Direct,30,1387.29,0.29,25,Male,0,29549.28,13105.41,16443.87
2022-08-26,North,Webcam,Online,75,960.51,0.03,54,Female,0,69877.1,36116.8,33760.3
2022-04-14,Central,Tablet,Wholesale,95,176.7,0.03,61,Male,0,16282.9,8145.86,8137.04
2022-07-29,South,Phone,Online,67,1345.04,0.23,19,Female,0,69390.61,43781.98,25608.63
2023-07-08,East,Tablet,Online,59,1192.88,0.09,34,Female,0,64045.73,28967.01,35078.72
2023-04-13,South,Headphones,Online,66,1131.3,0.22,30,Female,0,58239.32,32511.51,25727.81
2023-03-30,South,Monitor,Direct,3,74.36,0.06,31,Male,0,209.7,123.4,86.3
2022-09-25,East,Tablet,Online,56,1202.46,0.14,58,Female,0,57910.47,29855.72,28054.75
2023-01-21,East,Monitor,Wholesale,79,224.17,0.08,58,Male,0,16292.68,7497.6,8795.08
2023-01-22,South,Tablet,Direct,17,349.13,0.14,26,Male,0,5104.28,3413.23,1691.05
2022-09-16,East,Keyboard,Direct,52,874.16,0.23,44,Female,0,35001.37,15458.43,19542.94
2022-10-10,North,Monitor,Wholesale,7,412.17,0.23,37,Female,0,2221.6,1091.12,1130.48
2023-09-18,East,Phone,Direct,5,998.8,0.15,55,Female,0,4244.9,2661.43,1583.47
2022-02-09,East,Keyboard,Wholesale,98,919.94,0.28,29,Male,0,64910.97,37751.8,27159.17
2023-05-01,South,Headphones,Retail,97,180.06,0.08,59,Female,0,16068.55,9949.54,6119.01
2022-08-08,North,Tablet,Wholesale,54,990.9,0.07,39,Female,0,49763.0,31979.2,17783.8
2022-05-09,West,Webcam,Direct,61,1387.45,0.18,54,Other,0,69400.25,46402.25,22998.0
2023-06-04,West,Headphones,Wholesale,16,258.44,0.19,67,Other,0,3349.38,1645.78,1703.6
2023-09-05,Central,Monitor,Retail,67,903.65,0.01,56,Other,0,59939.1,32504.47,27434.63
2023-11-19,East,Keyboard,Online,59,525.96,0.18,48,Female,0,25445.94,15432.79,10013.15
2023-09-11,East,Headphones,Online,47,700.23,0.11,30,Male,0,29290.62,18699.83,10590.79
2023-09-05,North,Phone,Online,48,444.76,0.22,18,Other,0,16651.81,9547.23,7104.58
2022-09-17,West,Webcam,Direct,64,544.11,0.24,55,Male,0,26465.51,14665.19,11800.32
2023-01-01,Central,Monitor,Retail,50,62.79,0.17,57,Other,0,2605.78,1583.09,1022.69
2023-06-28,North,Keyboard,Wholesale,85,1472.7,0.0,26,Other,0,125179.5,64418.46,60761.04
2023-10-11,East,Headphones,Wholesale,41,944.7,0.19,56,Male,0,31373.49,20960.98,10412.51
2023-06-08,West,Keyboard,Wholesale,72,761.04,0.22,27,Other,0,42740.01,19817.08,22922.93
2022-01-16,Central,Keyboard,Wholesale,22,587.9,0.07,46,Male,0,12028.43,8001.33,4027.1
2022-05-09,South,Headphones,Direct,54,818.27,0.14,57,Female,0,38000.46,22537.5,15462.96
2023-07-29,West,Laptop,Direct,5,582.56,0.29,47,Female,0,2068.09,1199.9,868.19
2022-04-19,Central,Tablet,Retail,17,552.66,0.09,19,Male,1,8549.65,4625.24,3924.41
2023-06-17,North,Monitor,Wholesale,78,706.64,0.07,35,Male,0,51259.67,22883.54,28376.13
2023-11-01,South,Monitor,Online,41,428.45,0.06,45,Female,0,16512.46,10889.64,5622.82
2022-09-26,Central,Webcam,Direct,92,286.47,0.17,64,Male,1,21874.85,9094.69,12780.16
2022-06-11,Central,Webcam,Retail,95,843.78,0.28,49,Female,0,57714.55,27760.1,29954.45
2022-09-17,East,Webcam,Retail,81,1267.29,0.18,41,Female,0,84173.4,36439.68,47733.72
2022-04-12,West,Monitor,Direct,35,246.19,0.09,55,Male,0,7841.15,3387.77,4453.38
2023-05-21,East,Keyboard,Online,40,68.45,0.19,31,Other,0,2217.78,1146.87,1070.91
2023-07-25,South,Webcam,Online,22,385.28,0.19,42,Male,0,6865.69,3076.71,3788.98
2022-09-04,Central,Headphones,Wholesale,48,1469.99,0.18,42,Female,0,57858.81,33235.01,24623.8
2023-10-02,East,Tablet,Direct,53,1246.56,0.05,49,Other,0,62764.3,36914.68,25849.62
2023-06-21,West,Phone,Online,93,901.88,0.19,44,Other,0,67938.62,45153.92,22784.7
2022-05-11,South,Monitor,Direct,10,1395.29,0.13,49,Female,0,12139.02,5946.91,6192.11
2022-12-19,North,Headphones,Retail,18,679.01,0.01,48,Other,0,12099.96,5962.3,6137.66
2022-07-15,East,Tablet,Retail,99,1475.26,0.16,67,Other,0,122682.62,58140.6,64542.02
2023-10-28,South,Tablet,Retail,80,458.53,0.3,41,Male,0,25677.68,16293.59,9384.09
2023-01-17,North,Laptop,Direct,49,375.65,0.1,52,Female,0,16566.16,8753.86,7812.3
2023-10-07,East,Headphones,Wholesale,71,964.31,0.29,47,Other,1,48610.87,27500.46,21110.41
2022-08-15,South,Monitor,Wholesale,30,579.67,0.03,50,Female,0,16868.4,8643.12,8225.28
2023-12-02,South,Webcam,Online,19,947.02,0.22,50,Male,0,14034.84,6274.19,7760.65
2023-04-21,East,Keyboard,Direct,55,471.39,0.03,63,Male,0,25148.66,10833.01,14315.65
2023-04-22,South,Webcam,Wholesale,60,934.52,0.08,44,Male,0,51585.5,34071.3,17514.2
2022-09-22,Central,Tablet,Direct,87,428.1,0.17,50,Other,0,30913.1,14827.3,16085.8
2023-01-07,East,Tablet,Wholesale,72,95.44,0.18,50,Male,0,5634.78,3845.66,1789.12
2023-05-01,South,Phone,Retail,81,1369.96,0.23,21,Female,0,85444.41,58460.04,26984.37
2023-03-10,North,Webcam,Retail,21,1327.14,0.18,47,Male,0,22853.35,12424.83,10428.52
2023-10-08,North,Laptop,Online,26,1456.78,0.18,61,Other,0,31058.55,21355.13,9703.42
2022-07-30,Central,Tablet,Retail,28,1080.46,0.27,32,Male,0,22084.6,9022.58,13062.02
2023-07-26,East,Tablet,Wholesale,39,1030.43,0.14,46,Other,0,34560.62,14774.5,19786.12
2023-01-12,South,Keyboard,Online,33,847.32,0.07,45,Female,0,26004.25,12299.83,13704.42
2023-01-30,South,Keyboard,Online,40,206.39,0.05,49,Male,0,7842.82,3629.33,4213.49
2023-03-26,North,Phone,Retail,83,300.07,0.12,53,Male,0,21917.11,10427.97,11489.14
2022-12-30,Central,Headphones,Direct,29,448.42,0.21,47,Female,0,10273.3,5503.29,4770.01
2023-04-02,North,Phone,Retail,20,1337.43,0.01,59,Female,1,26481.11,11092.31,15388.8
2023-12-26,North,Phone,Retail,20,275.99,0.04,60,Other,0,5299.01,3002.51,2296.5
2023-12-29,Central,Keyboard,Online,74,1385.85,0.03,55,Male,0,99476.31,49025.53,50450.78
2022-08-14,East,Webcam,Retail,12,793.72,0.18,59,Male,1,7810.2,3291.72,4518.48
2022-05-11,South,Webcam,Wholesale,97,1079.04,0.07,29,Male,0,97340.2,60931.34,36408.86
2023-08-11,East,Webcam,Online,25,183.16,0.05,20,Male,0,4350.05,2592.76,1757.29
2023-04-21,West,Headphones,Retail,25,418.17,0.18,32,Female,0,8572.48,5469.49,3102.99
2022-10-04,West,Keyboard,Direct,4,1438.61,0.23,65,Male,0,4430.92,3020.87,1410.05
2022-06-05,West,Laptop,Wholesale,4,413.9,0.1,27,Male,0,1490.04,857.86,632.18
2022-08-06,Central,Monitor,Direct,9,458.85,0.17,39,Male,0,3427.61,2180.01,1247.6
2022-07-09,North,Monitor,Wholesale,15,312.44,0.03,40,Other,0,4546.0,2090.05,2455.95
2023-02-21,East,Laptop,Direct,26,211.03,0.28,28,Other,0,3950.48,2066.54,1883.94
2023-11-06,South,Webcam,Retail,79,365.22,0.1,33,Other,0,25967.14,14516.18,11450.96
2023-11-23,West,Monitor,Wholesale,90,970.64,0.3,66,Female,1,61150.32,34388.75,26761.57
2023-06-30,East,Headphones,Online,92,693.94,0.29,63,Female,0,45328.16,27899.54,17428.62
2022-02-10,West,Keyboard,Online,71,839.56,0.23,33,Female,0,45898.75,29319.31,16579.44
2022-11-03,West,Monitor,Direct,32,201.1,0.01,31,Male,0,6370.85,3822.87,2547.98
2022-12-04,South,Headphones,Direct,76,1207.13,0.16,23,Male,0,77063.18,31917.54,45145.64
2022-11-10,Central,Keyboard,Direct,99,1180.46,0.03,59,Female,0,113359.57,57287.96,56071.61
2022-03-16,North,Headphones,Wholesale,52,51.95,0.27,34,Other,0,1972.02,1127.47,844.55
2022-10-06,Central,Laptop,Online,32,587.6,0.24,48,Male,1,14290.43,7893.47,6396.96
2022-06-25,East,Phone,Retail,9,121.78,0.29,59,Other,0,778.17,321.73,456.44
2023-10-24,Central,Laptop,Wholesale,78,1192.32,0.18,27,Male,0,76260.79,52939.55,23321.24
2022-09-30,East,Monitor,Direct,13,1111.16,0.16,63,Male,0,12133.87,8333.93,3799.94
2023-09-12,East,Keyboard,Online,56,1354.94,0.16,37,Other,0,63736.38,40289.58,23446.8
2023-10-13,North,Headphones,Direct,44,369.88,0.12,66,Female,0,14321.75,5966.53,8355.22
2022-10-16,South,Monitor,Retail,97,695.32,0.14,26,Other,0,58003.59,30687.52,27316.07
2023-12-25,North,Monitor,Retail,96,293.04,0.19,32,Female,0,22786.79,11915.92,10870.87
2022-09-29,Central,Phone,Online,83,569.43,0.28,56,Female,0,34029.14,19308.4,14720.74
2022-03-07,East,Webcam,Wholesale,30,792.92,0.18,19,Male,1,19505.83,8129.61,11376.22
2023-04-28,West,Monitor,Retail,16,98.93,0.26,21,Male,0,1171.33,617.4,553.93
2022-09-05,West,Phone,Retail,12,1078.01,0.26,69,Male,0,9572.73,6005.47,3567.26
2022-06-05,East,Keyboard,Retail,74,824.07,0.16,41,Female,0,51224.19,35826.32,15397.87
2022-02-16,North,Keyboard,Retail,66,1246.86,0.1,35,Female,0,74063.48,42855.57,31207.91
2023-03-30,South,Headphones,Direct,18,422.24,0.19,28,Other,0,6156.26,4199.7,1956.56
2022-07-20,North,Webcam,Direct,13,1356.92,0.13,54,Male,0,15346.77,10736.01,4610.76
2023-10-22,East,Phone,Wholesale,93,1498.07,0.02,43,Male,0,136534.1,72422.41,64111.69
2022-05-04,East,Laptop,Online,24,1380.56,0.11,25,Female,0,29488.76,17711.16,11777.6
2022-01-01,South,Keyboard,Online,12,1171.28,0.3,39,Male,0,9838.75,4564.83,5273.92
2023-10-02,Central,Webcam,Online,60,1222.31,0.01,69,Female,0,72605.21,39402.41,33202.8
2022-07-10,Central,Headphones,Retail,60,869.14,0.21,22,Other,0,41197.24,17448.0,23749.24
2023-08-02,South,Laptop,Direct,93,301.43,0.25,19,Other,0,21024.74,8593.76,12430.98
2023-05-31,Central,Keyboard,Direct,86,1022.02,0.19,22,Male,0,71193.91,47548.69,23645.22
2023-03-18,West,Keyboard,Wholesale,1,1074.87,0.17,52,Other,0,892.14,586.6,305.54
2022-05-23,Central,Headphones,Online,43,1478.37,0.21,49,Male,0,50220.23,24789.68,25430.55
2022-07-10,Central,Headphones,Direct,55,821.13,0.13,61,Male,0,39291.07,21102.68,18188.39
2023-06-17,Central,Tablet,Wholesale,40,421.63,0.03,36,Female,0,16359.24,8966.22,7393.02
2022-08-15,West,Monitor,Online,64,1031.84,0.29,56,Female,0,46886.81,26078.93,20807.88
2022-11-09,Central,Monitor,Retail,34,1469.48,0.13,68,Male,0,43467.22,19141.72,24325.5
2023-09-21,West,Laptop,Direct,34,282.28,0.2,21,Other,0,7678.02,4856.48,2821.54
2022-10-29,South,Monitor,Direct,48,502.48,0.16,40,Other,0,20259.99,10218.02,10041.97
2023-10-16,North,Laptop,Online,33,821.98,0.02,63,Male,0,26582.83,10885.9,15696.93
2023-04-05,South,Webcam,Retail,68,271.92,0.29,36,Male,0,13128.3,7915.95,5212.35
2023-02-05,North,Keyboard,Retail,30,52.89,0.24,43,Other,0,1205.89,782.58,423.31
2023-07-05,South,Tablet,Direct,84,518.74,0.04,67,Other,0,41831.19,28254.38,13576.81
2023-01-28,North,Tablet,Online,90,1300.75,0.29,43,Female,1,83117.92,50063.72,33054.2
2022-07-26,North,Keyboard,Wholesale,79,84.33,0.22,24,Female,1,5196.41,2376.75,2819.66
2022-07-29,East,Headphones,Direct,71,654.82,0.14,49,Other,0,39983.31,23067.74,16915.57
2022-04-25,North,Phone,Retail,71,1148.06,0.18,64,Female,0,66840.05,45018.68,21821.37
2023-10-08,North,Phone,Wholesale,29,1430.71,0.03,50,Female,0,40245.87,20330.93,19914.94
2022-09-08,East,Monitor,Online,23,1478.5,0.17,61,Male,0,28224.56,19362.2,8862.36
2022-08-07,Central,Headphones,Retail,34,644.51,0.02,43,Female,0,21475.07,9219.33,12255.74
2023-02-11,Central,Laptop,Wholesale,84,1426.57,0.16,41,Female,1,100658.78,62248.98,38409.8
2023-03-19,East,Webcam,Direct,15,72.42,0.17,68,Male,0,901.63,393.09,508.54
2023-08-26,West,Tablet,Retail,97,1123.96,0.26,40,Other,0,80677.85,51606.6,29071.25
2022-12-20,North,Monitor,Online,53,971.26,0.22,55,Female,0,40151.89,17237.07,22914.82
2023-07-12,North,Keyboard,Retail,17,389.29,0.07,43,Female,0,6154.67,3063.29,3091.38
2023-07-04,East,Headphones,Direct,64,770.83,0.27,62,Other,1,36013.18,22798.45,13214.73
2022-05-22,East,Tablet,Online,84,211.74,0.17,48,Female,0,14762.51,7943.09,6819.42
2023-09-04,West,Laptop,Direct,61,1309.96,0.18,23,Other,0,65524.2,43560.88,21963.32
2023-05-16,Central,Laptop,Wholesale,57,549.69,0.05,62,Male,0,29765.71,15493.69,14272.02
2023-12-03,South,Phone,Retail,77,946.55,0.26,48,Other,0,53934.42,37672.51,16261.91
