date,campaign_type,customer_segment,impressions,clicks,conversions,spend,revenue_generated,region,ctr,conversion_rate,roi
2022-04-20,TV,Young Adults,26960,1082,296,2263.58,35999.47,North,0.0401,0.2736,14.9038
2022-02-04,SEO,Professionals,7922,2520,286,1213.98,46716.52,West,0.3181,0.1135,37.4821
2022-08-10,Social Media,Parents,29814,2412,368,3176.47,45412.98,Central,0.0809,0.1526,13.2967
2023-09-14,SEO,Parents,15858,2112,23,5796.25,6758.52,West,0.1332,0.0109,0.166
2023-05-29,Google Ads,Professionals,4039,3393,265,4055.28,33497.73,South,0.8401,0.0781,7.2603
2022-04-09,SEO,Professionals,3366,4947,160,2567.53,29915.02,East,1.4697,0.0323,10.6513
2023-09-23,Email,Young Adults,37546,4365,291,320.66,2930.57,Central,0.1163,0.0667,8.1392
2022-01-10,Google Ads,Parents,28594,4982,305,1299.22,16030.78,South,0.1742,0.0612,11.3388
2023-08-08,SEO,Seniors,31291,924,96,1142.79,26822.01,South,0.0295,0.1039,22.4706
2022-07-28,SEO,Professionals,15416,1121,429,9570.73,27498.09,East,0.0727,0.3827,1.8731
2023-09-28,SEO,Professionals,25198,3471,272,7810.37,40741.07,South,0.1377,0.0784,4.2163
2022-02-07,Google Ads,Professionals,891,3933,288,1315.24,29464.35,East,4.4141,0.0732,21.4023
2022-04-04,SEO,Professionals,3798,2327,281,4725.39,23432.02,West,0.6127,0.1208,3.9587
2022-08-21,Influencer,Parents,13702,975,350,6579.41,37647.58,Central,0.0712,0.359,4.722
2022-06-12,SEO,Seniors,27491,3541,293,9614.23,28630.32,Central,0.1288,0.0827,1.9779
2023-10-14,Influencer,Young Adults,37821,1159,37,2762.74,44211.08,Central,0.0306,0.0319,15.0026
2022-08-30,Google Ads,Students,15018,2242,163,2714.06,45292.2,East,0.1493,0.0727,15.688
2023-11-13,SEO,Parents,16086,374,301,5725.75,30298.51,East,0.0233,0.8048,4.2916
2022-04-08,Social Media,Parents,12732,3623,136,8588.04,28303.91,South,0.2846,0.0375,2.2957
2023-01-18,Email,Students,3643,4825,488,2868.25,35123.75,Central,1.3245,0.1011,11.2457
2023-08-02,SEO,Students,19443,1041,241,1345.67,36330.53,South,0.0535,0.2315,25.9981
2022-10-16,Email,Professionals,15867,663,175,2734.69,36413.0,West,0.0418,0.264,12.3152
2023-09-08,Social Media,Seniors,39340,3805,292,4545.77,31111.18,South,0.0967,0.0767,5.844
2022-05-21,Google Ads,Parents,27847,3877,118,3663.54,38188.12,Central,0.1392,0.0304,9.4238
2022-07-22,Email,Parents,6394,4096,473,8626.01,7376.96,East,0.6406,0.1155,-0.1448
2023-05-03,SEO,Young Adults,21025,3213,338,9435.16,41109.39,South,0.1528,0.1052,3.357
2023-02-08,Influencer,Students,32393,4428,359,3846.65,15659.53,South,0.1367,0.0811,3.071
2023-02-21,TV,Students,37956,2159,394,8251.87,44307.25,East,0.0569,0.1825,4.3694
2022-11-02,Influencer,Parents,42232,4900,257,779.25,6764.95,East,0.116,0.0524,7.6814
2022-05-17,Social Media,Students,37845,1499,452,5581.66,379.43,Central,0.0396,0.3015,-0.932
2023-09-10,TV,Professionals,22412,4849,218,8333.87,980.5,West,0.2164,0.045,-0.8823
2022-05-10,Email,Young Adults,26526,3884,203,4244.37,10665.96,Central,0.1464,0.0523,1.513
2023-09-17,SEO,Parents,21634,4993,143,1519.99,5865.98,South,0.2308,0.0286,2.8592
2022-04-26,Email,Young Adults,24755,3648,255,2912.49,27784.86,Central,0.1474,0.0699,8.5399
2022-05-18,TV,Professionals,6290,1287,96,4969.89,22531.02,Central,0.2046,0.0746,3.5335
2023-02-19,Email,Young Adults,10976,4832,207,8450.62,30381.43,East,0.4402,0.0428,2.5952
2022-06-10,TV,Students,33055,4916,348,7511.11,9794.32,West,0.1487,0.0708,0.304
2023-09-12,Google Ads,Parents,19922,4434,87,927.4,37741.18,West,0.2226,0.0196,39.6957
2022-09-05,Social Media,Young Adults,42623,3380,131,5506.96,30601.35,Central,0.0793,0.0388,4.5568
2022-05-14,SEO,Seniors,27402,2427,115,8736.27,11215.48,East,0.0886,0.0474,0.2838
2023-06-10,Influencer,Parents,49701,3752,288,5813.39,20066.46,East,0.0755,0.0768,2.4518
2023-08-13,TV,Young Adults,45770,268,255,742.88,35966.63,South,0.0059,0.9515,47.4151
2022-09-28,TV,Parents,47216,4482,148,8248.89,34082.46,North,0.0949,0.033,3.1318
2022-08-13,Google Ads,Young Adults,39447,154,56,9077.02,28204.45,South,0.0039,0.3636,2.1072
2022-05-01,SEO,Young Adults,2091,3120,334,3952.97,48955.09,South,1.4921,0.1071,11.3844
2023-12-22,SEO,Students,4844,2763,99,3170.36,6764.77,South,0.5704,0.0358,1.1338
2023-04-08,Influencer,Young Adults,17617,718,360,5479.17,24516.3,North,0.0408,0.5014,3.4745
2022-08-28,Google Ads,Seniors,6456,255,298,9842.47,31276.93,East,0.0395,1.1686,2.1778
2022-01-21,Google Ads,Students,19736,4438,329,8390.9,49702.49,East,0.2249,0.0741,4.9234
2023-03-24,Social Media,Seniors,17351,1621,60,8129.45,27221.01,West,0.0934,0.037,2.3484
2022-11-25,Email,Seniors,19692,2822,184,2012.12,22230.05,West,0.1433,0.0652,10.0481
2023-03-24,SEO,Professionals,38827,4383,175,8962.14,46130.13,Central,0.1129,0.0399,4.1472
2023-08-28,SEO,Seniors,36041,1397,152,5603.86,25417.88,Central,0.0388,0.1088,3.5358
2022-09-12,Influencer,Young Adults,3357,3533,297,9177.1,46973.53,Central,1.0524,0.0841,4.1186
2022-06-11,Google Ads,Parents,20113,1744,4,6551.94,37570.38,West,0.0867,0.0023,4.7342
2022-10-30,Email,Students,3665,261,76,8358.25,8560.91,West,0.0712,0.2912,0.0242
2022-07-07,Email,Students,22793,2953,435,1738.7,8539.79,South,0.1296,0.1473,3.9116
2023-09-16,Email,Students,34777,2015,472,7094.56,16035.09,East,0.0579,0.2342,1.2602
2022-01-30,SEO,Parents,12761,3323,1,2646.8,3569.77,West,0.2604,0.0003,0.3487
2023-03-12,Email,Seniors,17049,1286,270,1772.13,27218.53,North,0.0754,0.21,14.3592
2022-11-11,Social Media,Professionals,46635,1037,479,5782.43,43015.17,South,0.0222,0.4619,6.4389
2023-01-23,Social Media,Young Adults,36794,1406,394,6067.14,20121.23,North,0.0382,0.2802,2.3164
2023-11-11,Google Ads,Students,12133,1458,353,4957.12,32486.17,North,0.1202,0.2421,5.5534
2023-04-25,Email,Young Adults,26477,1212,164,981.5,49077.82,East,0.0458,0.1353,49.0029
2023-08-31,Google Ads,Seniors,37271,21,298,2523.02,9847.97,North,0.0006,14.1905,2.9032
2022-05-15,TV,Professionals,32065,1326,483,2430.96,18031.68,North,0.0414,0.3643,6.4175
2022-02-07,SEO,Students,34682,779,378,3205.65,1444.49,North,0.0225,0.4852,-0.5494
2022-10-15,Social Media,Seniors,10067,2316,48,6317.85,11748.32,North,0.2301,0.0207,0.8595
2022-03-10,Social Media,Professionals,11751,4534,18,4436.07,39015.09,South,0.3858,0.004,7.795
2022-03-08,SEO,Students,39957,1366,89,9687.01,32898.19,South,0.0342,0.0652,2.3961
2023-07-22,Influencer,Seniors,8754,3193,332,256.86,39233.65,East,0.3647,0.104,151.7433
2022-07-11,TV,Young Adults,3249,1983,316,2237.44,21380.61,East,0.6103,0.1594,8.5558
2022-04-30,Social Media,Parents,46110,2263,156,5776.73,36834.55,North,0.0491,0.0689,5.3764
2023-02-05,Email,Students,37125,2279,181,8805.46,30057.94,Central,0.0614,0.0794,2.4136
2023-02-04,SEO,Professionals,43655,1046,499,435.68,16555.23,North,0.024,0.4771,36.9986
2023-06-07,Email,Professionals,10234,2562,9,8847.75,20737.71,North,0.2503,0.0035,1.3438
2023-10-20,SEO,Parents,30921,2658,152,5122.01,27158.26,East,0.086,0.0572,4.3023
2022-01-14,Email,Parents,4903,1764,148,7876.29,47830.45,West,0.3598,0.0839,5.0727
2023-06-30,SEO,Seniors,8172,3296,474,9491.65,46581.83,East,0.4033,0.1438,3.9077
2023-12-17,Google Ads,Parents,25173,4048,453,2232.5,49326.58,South,0.1608,0.1119,21.0948
2023-08-21,Social Media,Students,42785,4627,27,5920.31,1017.3,East,0.1081,0.0058,-0.8282
2023-04-14,Google Ads,Parents,41306,3810,476,8848.32,35915.56,West,0.0922,0.1249,3.059
2022-06-03,Social Media,Students,30237,1154,101,8459.67,44753.84,North,0.0382,0.0875,4.2903
2022-06-19,Influencer,Young Adults,31535,1708,424,5257.55,37016.42,West,0.0542,0.2482,6.0406
2023-11-10,Google Ads,Parents,29925,2362,199,9499.97,20936.76,East,0.0789,0.0843,1.2039
2023-01-21,Social Media,Young Adults,3955,229,83,7113.6,36294.63,Central,0.0579,0.3624,4.1021
2023-11-28,Influencer,Professionals,11867,1642,54,5288.73,22317.84,South,0.1384,0.0329,3.2199
2022-11-02,Social Media,Parents,47338,620,342,673.23,35766.94,West,0.0131,0.5516,52.1274
2023-09-17,TV,Professionals,24387,4239,82,4924.33,39061.47,East,0.1738,0.0193,6.9323
2023-10-18,SEO,Young Adults,19521,4933,143,4276.82,42190.98,North,0.2527,0.029,8.865
2022-11-14,Google Ads,Professionals,35292,4954,253,3122.0,36455.62,East,0.1404,0.0511,10.677
2022-12-20,Email,Young Adults,3481,4252,97,9434.62,8168.94,North,1.2215,0.0228,-0.1342
2022-07-30,Influencer,Seniors,1805,3194,359,9264.43,46826.64,Central,1.7695,0.1124,4.0545
2023-12-04,Influencer,Young Adults,36369,442,435,3439.12,10826.82,South,0.0122,0.9842,2.1481
2023-11-25,Email,Seniors,26865,3447,453,4414.05,18006.92,West,0.1283,0.1314,3.0795
2023-03-31,Influencer,Professionals,31900,3115,40,7543.01,21569.59,East,0.0976,0.0128,1.8595
2023-10-29,Email,Young Adults,7514,71,229,8367.07,35678.17,East,0.0094,3.2254,3.2641
2022-07-11,Email,Seniors,31612,4192,197,1189.78,35121.58,West,0.1326,0.047,28.5194
2023-08-16,Social Media,Young Adults,15891,900,485,4958.87,48093.88,North,0.0566,0.5389,8.6986
2022-12-01,Google Ads,Students,23723,3716,171,9153.6,9587.9,South,0.1566,0.046,0.0474
2023-07-15,TV,Students,6184,3931,320,6679.42,22646.33,Central,0.6357,0.0814,2.3905
2023-07-21,Influencer,Professionals,4474,2982,391,5475.37,10345.88,West,0.6665,0.1311,0.8895
2022-03-08,Social Media,Students,40383,1349,2,7208.64,33693.62,South,0.0334,0.0015,3.6741
2023-09-19,TV,Parents,3466,4504,286,6648.17,10808.94,East,1.2995,0.0635,0.6259
2022-04-22,TV,Seniors,44356,2870,497,9428.26,43421.08,South,0.0647,0.1732,3.6054
2023-11-02,Influencer,Parents,21927,2388,459,9135.1,49140.48,Central,0.1089,0.1922,4.3793
2022-04-17,Influencer,Students,3720,4868,52,4037.98,15978.64,South,1.3086,0.0107,2.9571
2022-01-26,Social Media,Professionals,38345,2092,357,416.99,37020.22,East,0.0546,0.1707,87.7796
2023-09-14,Influencer,Parents,31493,787,103,3393.5,26733.48,Central,0.025,0.1309,6.8778
2022-03-07,TV,Professionals,15576,1416,33,2108.61,18092.1,Central,0.0909,0.0233,7.5801
2023-02-18,Influencer,Young Adults,5144,3767,265,1402.37,9723.08,Central,0.7323,0.0703,5.9333
2023-12-18,SEO,Parents,10362,2767,11,8890.64,36016.56,East,0.267,0.004,3.0511
2023-09-05,SEO,Young Adults,39472,1756,380,7128.32,8105.4,North,0.0445,0.2164,0.1371
2023-05-15,Social Media,Parents,36470,3577,76,422.53,14175.75,East,0.0981,0.0212,32.5497
2023-12-19,Social Media,Seniors,9204,2134,394,9205.56,45996.65,North,0.2319,0.1846,3.9966
2022-01-01,Social Media,Professionals,26159,2431,54,9039.79,25516.56,North,0.0929,0.0222,1.8227
2023-08-05,Influencer,Young Adults,23407,62,331,9498.95,42733.41,East,0.0026,5.3387,3.4988
2023-10-24,Google Ads,Students,35130,4363,97,8315.77,38423.69,South,0.1242,0.0222,3.6206
2023-04-04,Social Media,Parents,28690,2189,148,880.88,18936.7,East,0.0763,0.0676,20.4975
2023-01-04,Google Ads,Young Adults,26875,1744,5,6265.67,11057.62,Central,0.0649,0.0029,0.7648
2023-12-28,Email,Parents,33217,3476,495,922.57,5175.56,South,0.1046,0.1424,4.6099
2022-05-22,Social Media,Parents,20842,4700,280,7162.62,48039.27,West,0.2255,0.0596,5.7069
2022-01-14,Google Ads,Parents,48002,937,416,2050.39,16370.12,West,0.0195,0.444,6.9839
2023-04-13,Google Ads,Young Adults,12794,4354,287,9364.54,33721.11,West,0.3403,0.0659,2.6009
2023-12-12,TV,Young Adults,13716,4026,106,9348.29,36568.85,Central,0.2935,0.0263,2.9118
2023-06-15,Google Ads,Parents,20892,4759,44,5986.57,10044.62,Central,0.2278,0.0092,0.6779
2023-02-14,TV,Students,2476,1456,206,7551.49,34751.39,North,0.588,0.1415,3.6019
2022-05-30,SEO,Professionals,15790,2709,403,8595.72,663.69,Central,0.1716,0.1488,-0.9228
2022-11-29,SEO,Parents,46599,349,490,3952.55,21026.5,North,0.0075,1.404,4.3197
2022-03-15,SEO,Students,23354,2431,280,5833.99,17650.27,West,0.1041,0.1152,2.0254
2023-03-14,Google Ads,Professionals,26533,4990,118,1842.63,46654.12,East,0.1881,0.0236,24.3193
2023-01-18,Google Ads,Parents,22377,3956,480,9856.41,49304.05,East,0.1768,0.1213,4.0022
2022-12-17,Email,Professionals,39554,2573,268,9301.1,14539.29,Central,0.0651,0.1042,0.5632
2022-09-23,Google Ads,Parents,4293,3349,178,4885.87,30578.17,West,0.7801,0.0532,5.2585
2023-10-19,Influencer,Young Adults,9174,4009,341,5578.01,37311.93,West,0.437,0.0851,5.6891
2023-10-07,Influencer,Parents,11230,1390,371,4423.3,9716.86,North,0.1238,0.2669,1.1967
2023-02-09,SEO,Parents,44852,4952,228,116.46,34393.2,North,0.1104,0.046,294.322
2023-02-27,Influencer,Parents,9103,2365,281,2376.98,13033.49,West,0.2598,0.1188,4.4832
2023-10-22,Email,Parents,35747,3948,435,1106.32,8609.17,Central,0.1104,0.1102,6.7818
2022-03-20,Google Ads,Students,4598,611,117,3296.7,42563.67,Central,0.1329,0.1915,11.911
2022-11-05,Email,Seniors,23983,1681,142,2438.73,25223.46,West,0.0701,0.0845,9.3429
2023-12-28,Google Ads,Students,37348,2789,72,7640.25,14988.8,East,0.0747,0.0258,0.9618
2022-02-02,TV,Students,21110,3775,29,5097.49,20353.88,East,0.1788,0.0077,2.9929
2023-03-04,Email,Young Adults,2473,2548,25,8188.24,20775.91,North,1.0303,0.0098,1.5373
2023-12-07,SEO,Parents,17907,648,87,6393.41,38547.71,West,0.0362,0.1343,5.0293
2023-11-21,Influencer,Students,21139,2695,187,6596.64,44360.55,East,0.1275,0.0694,5.7247
2022-12-01,Influencer,Professionals,26494,4085,100,8774.83,23888.01,Central,0.1542,0.0245,1.7223
2023-03-31,Influencer,Parents,1555,4812,441,8487.19,16279.73,South,3.0945,0.0916,0.9182
2023-12-14,Google Ads,Young Adults,19414,1384,496,726.64,36417.78,South,0.0713,0.3584,49.1181
2023-02-16,Google Ads,Young Adults,15445,1736,255,5825.65,45284.5,West,0.1124,0.1469,6.7733
2023-04-15,Email,Professionals,25932,666,396,4189.59,5881.44,North,0.0257,0.5946,0.4038
2023-05-30,SEO,Young Adults,8325,2972,178,6036.41,39881.23,South,0.357,0.0599,5.6068
2023-07-19,Social Media,Parents,40950,4923,140,8640.13,27947.16,Central,0.1202,0.0284,2.2346
2022-05-01,Google Ads,Seniors,21775,2885,82,219.27,43406.73,Central,0.1325,0.0284,196.9602
2022-05-30,Social Media,Seniors,17685,589,356,208.58,25802.43,Central,0.0333,0.6044,122.7052
2022-06-02,Social Media,Students,33609,169,432,719.29,43156.27,South,0.005,2.5562,58.9984
2023-12-30,Google Ads,Young Adults,10088,3582,434,8761.36,27813.3,East,0.3551,0.1212,2.1745
2023-10-09,Email,Parents,18193,1499,19,3599.47,7415.14,Central,0.0824,0.0127,1.0601
2022-09-13,SEO,Professionals,7203,2905,368,3775.18,446.3,North,0.4033,0.1267,-0.8818
2023-07-28,Social Media,Professionals,17460,3938,255,3519.49,31076.68,West,0.2255,0.0648,7.8299
2022-03-04,Email,Parents,37296,2555,53,2386.53,29687.15,West,0.0685,0.0207,11.4395
2022-10-20,Email,Parents,19078,473,35,484.74,10669.15,West,0.0248,0.074,21.01
2022-03-09,SEO,Professionals,37318,2399,369,9074.49,42561.45,East,0.0643,0.1538,3.6902
2022-08-13,Google Ads,Young Adults,22513,517,155,2405.45,43414.46,West,0.023,0.2998,17.0484
2023-10-11,SEO,Students,49649,1317,67,8950.01,40248.09,West,0.0265,0.0509,3.497
2023-03-30,Social Media,Students,5916,1031,461,9561.54,46842.02,South,0.1743,0.4471,3.899
2023-07-12,Email,Students,46928,2632,230,5808.85,25431.83,East,0.0561,0.0874,3.3781
2023-08-30,Social Media,Parents,41950,2943,51,3785.51,35174.86,East,0.0702,0.0173,8.292
2022-10-17,Email,Professionals,5606,2952,361,7681.39,45242.45,South,0.5266,0.1223,4.8899
2022-09-04,Google Ads,Professionals,31924,4801,403,351.29,22921.15,North,0.1504,0.0839,64.2485
2022-11-12,Email,Professionals,47388,3403,43,9295.78,30997.7,West,0.0718,0.0126,2.3346
2022-10-19,Google Ads,Professionals,30318,2853,35,4138.37,25736.94,North,0.0941,0.0123,5.2191
2023-04-25,Google Ads,Professionals,12052,675,15,3155.16,49165.96,South,0.056,0.0222,14.5827
2022-08-02,Social Media,Seniors,17623,3653,144,1356.66,21993.94,South,0.2073,0.0394,15.2118
2023-07-14,Social Media,Parents,49097,777,355,9556.19,15988.19,South,0.0158,0.4569,0.6731
2023-08-28,SEO,Parents,33777,2240,69,8129.2,31555.64,South,0.0663,0.0308,2.8818
2023-06-02,Social Media,Seniors,33861,393,199,7267.01,14178.65,Central,0.0116,0.5064,0.9511
2022-07-12,TV,Students,48516,4130,85,9316.55,42906.83,South,0.0851,0.0206,3.6054
2023-09-07,Social Media,Young Adults,11219,1347,169,9602.33,44633.41,North,0.1201,0.1255,3.6482
2023-03-10,Social Media,Parents,45127,2095,438,2757.63,17384.51,South,0.0464,0.2091,5.3041
2022-03-15,SEO,Parents,26538,4407,193,7886.6,18046.81,North,0.1661,0.0438,1.2883
2022-03-15,Email,Seniors,31946,4052,473,7693.11,4513.99,South,0.1268,0.1167,-0.4132
2023-09-17,SEO,Parents,45519,4069,30,5617.43,12943.28,South,0.0894,0.0074,1.3041
2023-10-26,TV,Parents,22177,1402,147,1589.21,3581.4,Central,0.0632,0.1049,1.2536
2022-09-20,TV,Students,41274,2157,88,9409.42,37910.17,South,0.0523,0.0408,3.029
2022-03-27,Email,Seniors,49756,1421,302,3222.28,9179.88,West,0.0286,0.2125,1.8489
2022-02-27,Social Media,Parents,10284,2716,316,5830.91,4131.02,Central,0.2641,0.1163,-0.2915
2023-10-23,SEO,Professionals,5383,1825,79,291.86,8383.3,Central,0.339,0.0433,27.7237
2023-12-27,Influencer,Seniors,28828,4160,227,4348.53,18991.2,West,0.1443,0.0546,3.3673
2023-02-21,Google Ads,Students,4322,2641,24,6207.25,21240.17,Central,0.6111,0.0091,2.4218
2022-10-08,TV,Young Adults,8254,2184,420,3871.5,44949.22,South,0.2646,0.1923,10.6103
2023-08-30,Email,Parents,38681,4061,177,4823.35,14124.62,West,0.105,0.0436,1.9284
2022-07-27,Influencer,Professionals,19726,3402,187,2001.05,35942.81,South,0.1725,0.055,16.962
2022-05-23,Google Ads,Professionals,43492,3477,270,3567.2,44766.54,Central,0.0799,0.0777,11.5495
2023-02-17,Influencer,Young Adults,7065,4258,214,7261.31,42863.69,East,0.6027,0.0503,4.903
2023-08-18,Social Media,Seniors,30672,1182,295,9700.15,10108.66,West,0.0385,0.2496,0.0421
2022-02-21,Email,Students,21860,235,264,4740.99,14130.06,North,0.0108,1.1234,1.9804
2022-01-17,Google Ads,Parents,21197,4943,176,6891.86,2911.49,Central,0.2332,0.0356,-0.5775
2023-12-31,Google Ads,Parents,2700,2749,80,9764.26,24267.88,East,1.0181,0.0291,1.4854
2023-02-23,Social Media,Parents,30977,1343,238,7770.44,20382.91,Central,0.0434,0.1772,1.6231
2023-02-28,Social Media,Professionals,14872,428,81,200.29,27356.13,South,0.0288,0.1893,135.5826
2022-07-20,Social Media,Seniors,9381,4620,197,9361.85,23002.3,South,0.4925,0.0426,1.457
2023-02-22,Email,Young Adults,46927,4394,297,8679.01,36842.81,South,0.0936,0.0676,3.245
2023-03-18,TV,Seniors,48797,2258,291,2784.02,33557.85,East,0.0463,0.1289,11.0537
2023-05-17,Influencer,Students,6590,4978,448,1897.36,21544.44,South,0.7554,0.09,10.355
2022-03-23,Email,Students,15145,2724,181,9002.32,2084.6,Central,0.1799,0.0664,-0.7684
2023-10-02,Email,Young Adults,45206,2826,54,6918.04,17321.41,Central,0.0625,0.0191,1.5038
2022-03-21,Influencer,Professionals,4462,177,165,2446.21,16344.25,Central,0.0397,0.9322,5.6815
2022-07-08,Google Ads,Young Adults,30994,1708,436,7167.43,4650.03,West,0.0551,0.2553,-0.3512
2023-04-25,Influencer,Students,40789,1328,18,6042.23,15350.89,Central,0.0326,0.0136,1.5406
2022-06-05,Social Media,Professionals,42862,3092,277,3161.23,49370.8,South,0.0721,0.0896,14.6176
2022-06-09,Google Ads,Seniors,7383,2414,256,5612.05,41098.32,West,0.327,0.106,6.3232
2023-08-17,Email,Students,40580,2004,298,5319.95,40121.59,West,0.0494,0.1487,6.5417
2022-02-13,Influencer,Professionals,29000,2188,321,5146.77,42196.56,West,0.0754,0.1467,7.1986
2022-06-11,Email,Professionals,41293,4709,465,5221.93,43279.54,West,0.114,0.0987,7.288
2023-10-23,SEO,Parents,16348,3395,136,104.01,16402.71,East,0.2077,0.0401,156.7032
2023-09-28,Email,Seniors,45647,120,477,2759.47,16248.59,Central,0.0026,3.975,4.8883
2023-05-25,Influencer,Professionals,3752,256,212,4365.58,16955.14,East,0.0682,0.8281,2.8838
2023-05-28,SEO,Young Adults,48755,4517,241,1359.81,40963.54,North,0.0926,0.0534,29.1245
2023-11-26,SEO,Seniors,30637,2630,114,7516.73,39906.19,East,0.0858,0.0433,4.309
2022-07-27,SEO,Seniors,14492,4555,357,8484.18,1041.76,West,0.3143,0.0784,-0.8772
2022-04-07,Email,Students,20214,1995,423,8195.94,47469.03,Central,0.0987,0.212,4.7918
2022-01-21,TV,Seniors,32591,1454,317,4650.4,14421.18,Central,0.0446,0.218,2.1011
2022-12-21,TV,Seniors,39895,1489,444,6937.95,31381.78,South,0.0373,0.2982,3.5232
2023-05-20,Email,Parents,7477,2801,197,861.17,32067.76,East,0.3746,0.0703,36.2374
2023-02-08,Google Ads,Seniors,40647,4230,187,2074.02,5846.53,Central,0.1041,0.0442,1.8189
2022-08-11,Google Ads,Professionals,13275,2998,266,564.7,34848.32,North,0.2258,0.0887,60.7112
2023-02-04,Google Ads,Young Adults,37093,2317,191,9657.86,26772.23,North,0.0625,0.0824,1.7721
2023-04-07,Google Ads,Parents,29655,544,454,5785.69,30623.09,East,0.0183,0.8346,4.2929
2023-07-14,TV,Parents,13435,89,263,1834.88,22456.89,South,0.0066,2.9551,11.2389
2022-02-01,Google Ads,Parents,48066,4377,35,7104.7,40257.26,North,0.0911,0.008,4.6663
2023-05-04,Influencer,Parents,25378,3646,347,4942.38,31831.0,South,0.1437,0.0952,5.4404
2022-10-15,Google Ads,Students,25493,411,42,4399.15,9807.81,East,0.0161,0.1022,1.2295
2023-03-13,Influencer,Parents,35372,3134,213,9143.19,37685.72,Central,0.0886,0.068,3.1217
2023-01-15,TV,Students,38857,4377,88,7111.24,25227.61,South,0.1126,0.0201,2.5476
2023-03-13,Influencer,Students,3146,905,285,6937.52,2056.28,North,0.2877,0.3149,-0.7036
2022-05-10,SEO,Seniors,34097,3773,155,1063.36,19863.23,South,0.1107,0.0411,17.6797
2023-03-17,Influencer,Young Adults,3610,4476,294,1011.08,20206.02,Central,1.2399,0.0657,18.9846
2023-05-08,Email,Seniors,32755,3906,258,6677.89,40111.39,Central,0.1192,0.0661,5.0066
2022-09-02,Influencer,Students,5867,2769,25,1649.26,11851.54,North,0.472,0.009,6.186
2022-02-21,SEO,Seniors,34405,2249,194,4587.21,22736.25,South,0.0654,0.0863,3.9564
2023-12-22,Email,Professionals,30573,989,294,5741.07,2909.46,South,0.0323,0.2973,-0.4932
2022-08-18,SEO,Parents,49345,3104,59,3942.1,44095.7,West,0.0629,0.019,10.1858
2023-04-10,Google Ads,Parents,27258,1585,466,943.03,22302.47,North,0.0581,0.294,22.6498
2022-07-05,Influencer,Students,46329,3991,106,7459.17,42858.35,South,0.0861,0.0266,4.7457
2022-06-11,Influencer,Seniors,29130,1369,7,8861.82,33926.4,East,0.047,0.0051,2.8284
2022-07-18,Social Media,Professionals,5545,1563,177,1700.66,16128.69,West,0.2819,0.1132,8.4838
2023-02-05,Google Ads,Professionals,38510,2545,196,8555.63,35692.8,North,0.0661,0.077,3.1718
2023-04-17,Influencer,Professionals,23240,1197,364,7908.09,23548.73,Central,0.0515,0.3041,1.9778
2023-04-01,Influencer,Students,1286,4077,232,5682.22,17193.48,North,3.1703,0.0569,2.0258
2023-06-29,Social Media,Seniors,35817,1393,297,6001.39,33462.81,East,0.0389,0.2132,4.5758
2023-02-17,Email,Professionals,20130,3250,202,6550.52,38761.94,East,0.1615,0.0622,4.9174
2023-06-15,Google Ads,Professionals,38933,2405,435,5295.14,34492.9,Central,0.0618,0.1809,5.5141
2022-05-01,Social Media,Seniors,39040,4871,361,8458.99,23250.44,Central,0.1248,0.0741,1.7486
2022-03-10,Google Ads,Seniors,11159,3293,220,4793.58,13113.56,Central,0.2951,0.0668,1.7357
2022-10-20,Google Ads,Parents,20492,1918,350,5515.82,40557.71,West,0.0936,0.1825,6.353
2023-12-28,Email,Young Adults,22100,2634,280,463.98,17463.04,East,0.1192,0.1063,36.6375
2023-09-27,Email,Young Adults,48427,2587,292,1882.69,30725.18,Central,0.0534,0.1129,15.3198
2023-02-14,TV,Professionals,35605,3171,336,9047.4,5944.36,East,0.0891,0.106,-0.343
2022-10-07,Social Media,Seniors,27745,1047,481,1303.56,37065.85,West,0.0377,0.4594,27.4343
2023-07-20,SEO,Parents,2316,28,394,9050.09,47655.06,West,0.0121,14.0714,4.2657
2023-06-17,Social Media,Students,10846,630,496,6395.65,22574.56,East,0.0581,0.7873,2.5297
2023-09-01,Google Ads,Young Adults,2302,3621,277,9209.22,27508.21,Central,1.573,0.0765,1.987
2023-10-12,TV,Young Adults,2310,3941,283,8161.63,44994.6,North,1.7061,0.0718,4.5129
2023-07-08,TV,Seniors,44452,1523,311,8666.31,39805.85,South,0.0343,0.2042,3.5932
2023-02-23,Google Ads,Students,39697,2394,85,5291.39,48121.55,East,0.0603,0.0355,8.0943
2022-01-28,Email,Young Adults,21600,2343,219,8270.45,13450.03,West,0.1085,0.0935,0.6263
2023-01-31,TV,Parents,47129,4359,480,4659.22,23605.65,Central,0.0925,0.1101,4.0664
2023-07-24,Social Media,Young Adults,44290,2654,389,537.31,22891.03,South,0.0599,0.1466,41.603
2023-10-01,Email,Seniors,28478,3566,373,6548.45,23760.47,East,0.1252,0.1046,2.6284
2023-03-04,Influencer,Seniors,1227,1311,227,7311.69,45673.66,North,1.0685,0.1732,5.2467
2022-05-24,TV,Students,32047,3416,470,1105.33,10434.65,North,0.1066,0.1376,8.4403
2022-04-03,Google Ads,Young Adults,29303,3291,315,8177.48,44765.89,West,0.1123,0.0957,4.4743
2022-02-04,Social Media,Students,13126,647,420,844.22,28642.11,West,0.0493,0.6491,32.9273
2023-08-27,TV,Young Adults,25296,1273,330,4471.98,26934.76,West,0.0503,0.2592,5.023
